Relative Time [s],Absolute Time [s],Thermocouple 1 Temp [C],Thermocouple 2 Temp [C],Thermocouple 3 Temp [C],Thermocouple 4 Temp [C],Thermocouple 5 Temp [C],Thermocouple 6 Temp [C],Thermocouple 7 Temp [C],Thermocouple 8 Temp [C],Thermocouple 9 Temp [C]
0.19917559623718262,1707950015.035037,35.29485937118312,39.533888134916744,39.256461563448575,39.94205332376291,40.53652218610493,39.7482271924745,40.11514962133536,39.40804182808284,37.43521677881429
0.44492244720458984,1707950015.280784,35.24385025585267,39.43778753689811,39.208139274487834,40.0311533056126,40.57897029844024,39.7176725792266,40.09279289927769,39.38339537351192,37.617977860998536
0.6074438095092773,1707950015.4433053,35.2073062571407,39.45873190618329,39.27893528999449,40.14761363066899,40.74015795229645,39.85236447058115,40.135104615280795,39.4937775496925,37.56715206484783
0.7669425010681152,1707950015.602804,35.222628502928984,39.588684528349994,39.320147801180596,40.082126440201385,40.6703850761616,39.75227879692439,40.15104123020332,39.36817047317481,37.5981699291838
0.9370715618133545,1707950015.772933,35.362220926645065,39.5167973967072,39.3024147038498,40.11353374781356,40.81475200729262,39.83738571013801,40.095565676956305,39.43942402424465,37.63853640311193
1.1009793281555176,1707950015.9368408,35.19861520469905,39.47305904536296,39.28165674381201,40.09665712956426,40.57373888037673,39.60936515634865,39.953357512230966,39.41411694969041,37.49373752319004
1.2423994541168213,1707950016.078261,35.00926153988238,39.32085476509589,39.05316518132322,39.87105905636054,40.492166907751084,39.66607190464357,39.96387133215071,39.23846046733487,37.47258606312151
1.3859663009643555,1707950016.2218277,35.187242791042,39.430780372650325,39.27419574691115,40.01277673480023,40.72519501941084,39.604409293308194,40.050762281891814,39.489038904071975,37.51384908953152
1.5430183410644531,1707950016.3788798,35.28345862727082,39.563946190874184,39.25375105992876,39.99939673103305,40.78501938399997,39.78533234472407,40.05262225611061,39.44310989075607,37.52437600958962
1.7038006782531738,1707950016.5396621,35.05605402950864,39.44893914036169,39.108436427072924,39.917418810355905,40.63967163789955,39.712439981451965,39.9556349931093,39.441429154185855,37.581278212657466
1.8667089939117432,1707950016.7025704,35.05370032443482,39.34691254127093,39.08833504342589,40.04996403546062,40.54730003162726,39.55787354616496,39.825671685777436,39.36921663670736,37.427785557063665
2.011009693145752,1707950016.8468711,35.26016212876959,39.49864110006555,39.31907840937522,40.02942577063863,40.66522494987678,39.739834046367235,40.0262413425866,39.570549249262946,37.560626113564226
2.166084051132202,1707950017.0019455,35.2022114538909,39.39107221402441,39.227653553057564,39.98423481521867,40.57799984421639,39.72716731731379,40.11957016788838,39.40495488655803,37.38629842494116
2.317277193069458,1707950017.1531386,35.15417567595053,39.442901112925504,39.21917204080135,39.909108439037176,40.54611082550955,39.64292263863936,39.895004422931386,39.388736781279206,37.386922733209104
2.4646694660186768,1707950017.300531,35.12061552688722,39.47114437512901,39.14225784290176,39.94507434968731,40.56636959328207,39.758301647900595,40.05289269994051,39.433822259445094,37.41157012020121
