Relative Time [s],Absolute Time [s],Thermocouple 1 Temp [C],Thermocouple 2 Temp [C],Thermocouple 3 Temp [C],Thermocouple 4 Temp [C],Thermocouple 5 Temp [C],Thermocouple 6 Temp [C],Thermocouple 7 Temp [C],Thermocouple 8 Temp [C],Thermocouple 9 Temp [C]
2.1625466346740723,1720479943.9305024,23.289083675756984,23.82744485943214,23.838989845851582,24.069633304449358,23.473416974295457,23.98467717513863,23.65610305870308,23.893942323017324,23.687279085112934
2.3653295040130615,1720479944.1332853,23.47436876217271,23.997864445909578,24.047961052600265,24.264250576940437,23.473213887986173,24.05858031645501,23.74249792234309,24.087667339633573,23.800456999091022
2.4897937774658203,1720479944.2577496,23.358062874594605,23.757157146932112,23.842823527641546,24.071850236281147,23.45323035614414,23.859217143527513,23.60474229720368,23.861756977688678,23.636843536020585
2.6297504901885986,1720479944.3977063,23.346148344694374,23.80874757511048,23.83483951481654,23.91403515870108,23.295788893830583,23.962057731140895,23.576894754318072,23.92257778874106,23.641790736323948
2.784677505493164,1720479944.5526333,23.29864704983397,23.873023227480637,23.74048360309876,24.025400995990363,23.307425444448178,23.857784290522446,23.49568219773135,23.792208278734297,23.53148201156261
2.924794912338257,1720479944.6927507,23.279773930478754,23.83892070533822,23.79204730648892,24.114348192236847,23.541021398153934,23.928043934157255,23.67127563050871,23.91142045939438,23.65834327233242
3.0807812213897705,1720479944.848737,23.21814943542472,23.79326009710906,23.789103743535616,24.027376028009265,23.38840404891632,23.967120177502043,23.639926469957555,23.87453675097469,23.592813672049875
3.237605333328247,1720479945.005561,23.249841655905158,23.87157697114724,23.85495264400842,24.090440528001317,23.427944909413583,23.88196704821448,23.68269139037845,23.87019162013368,23.674839700669196
3.392516851425171,1720479945.1604726,23.364768226898185,23.825974266104136,23.90309258350066,24.07462682785203,23.440994797907198,23.867304814090232,23.656248795533273,23.831977682143496,23.696892917088615
3.5326220989227295,1720479945.3005779,23.29572053607156,23.83361669272862,23.8562446256135,24.04556216687496,23.46226762751683,23.94536645252162,23.639412999571334,23.873561607298264,23.63248476962437
3.6721479892730713,1720479945.4401038,23.32838953039666,23.89097506064133,23.95215858094364,24.057663299967068,23.390066182263887,23.885895521197156,23.627038921429914,23.911754750749285,23.642281045083738
3.8119161128997803,1720479945.579872,23.352825560463973,23.900160309870483,23.958803715197938,24.129867592848097,23.43552048959459,24.072156710815406,23.826043507307414,24.076542844338103,23.808725778948183
3.9543914794921875,1720479945.7223473,23.32342468690532,23.8952482500124,23.807969609610254,24.057549649988147,23.50752131238982,23.908177830882572,23.701286333667984,23.91071755214143,23.613992349927614
4.094876766204834,1720479945.8628325,23.269530525077958,23.797972255583595,23.82475715502424,23.918960940108956,23.336754540373633,23.81275021160457,23.543483294427766,23.78111590772818,23.81736828224177
4.235686779022217,1720479946.0036426,23.31295762645286,23.854770631282076,23.782728970721426,24.036008454227332,23.363316298849504,23.79150352727748,23.680430965866236,23.873934767253612,23.622003700559567
4.374979019165039,1720479946.1429348,23.29828343977087,23.824171531938138,23.85949891412438,24.15915880244575,23.395534969575834,23.986945148776954,23.629735234619872,23.931535555510507,23.684005341796524
4.514611482620239,1720479946.2825673,23.28603406684582,23.866189126476826,23.752814921730618,24.002638327087347,23.326922778198327,23.87611747298237,23.585618675009,23.868036267485483,23.69600798556443
4.654634952545166,1720479946.4225907,23.29216298046092,23.842760314145295,23.90463916779727,23.992141013127345,23.431685852638218,23.938578704226156,23.650174797389795,23.92680388156147,23.58458645248485
4.792802810668945,1720479946.5607586,23.25242046396161,23.826820628323073,23.882928159593316,24.099019333905105,23.427982478592682,23.928412414494698,23.700741439333058,23.921947761857677,23.68018870455131
4.935614347457886,1720479946.7035701,23.19921966263719,23.956745580376086,23.79835474192056,24.038241022713443,23.405281065941438,23.95305159290835,23.69167053642648,23.81798166479443,23.723076481754436
5.0738208293914795,1720479946.8417766,23.347412768429567,23.883667572998558,23.887361793299874,24.120303507315526,23.45736387082408,24.002338202327724,23.734503085126903,24.000953015898805,23.771218817025787
5.214715003967285,1720479946.9826708,23.206167342964353,23.816382077279147,23.764196706929663,23.956069690656363,23.407838683536376,23.818460204613817,23.666053817290912,23.797216940565054,23.64550043718883
