Relative Time [s],Absolute Time [s],Thermocouple 1 Temp [C],Thermocouple 2 Temp [C],Thermocouple 3 Temp [C],Thermocouple 4 Temp [C],Thermocouple 5 Temp [C],Thermocouple 6 Temp [C],Thermocouple 7 Temp [C],Thermocouple 8 Temp [C],Thermocouple 9 Temp [C]
4.680809736,1720461179,23.44782231,23.85219482,23.78315483,23.63305298,24.0902226,24.09507035,23.86050703,24.1130761,24.07036968
4.91906476,1720461179,23.25062198,23.69571069,23.71441574,23.57192608,23.92361359,23.98410269,23.65298809,23.98087053,23.90860623
5.075641632,1720461180,23.42078492,23.72010216,23.83024713,23.62934553,24.00110014,24.06435519,23.8628036,24.04565608,24.04496352
5.249987125,1720461180,23.39877504,23.675698,23.73112045,23.4747683,24.02412039,24.0732924,23.78815649,24.01857974,23.8941387
5.403187275,1720461180,23.37892207,23.60966166,23.69695598,23.5364492,23.98419331,23.9546418,23.77500697,24.00243174,24.01166627
5.557780027,1720461180,23.40070142,23.70741375,23.75659991,23.66446067,24.20079224,24.07452505,23.8928318,24.08745252,24.03020113
5.699166775,1720461180,23.46399909,23.6224379,23.74229124,23.56793381,24.09761791,24.16594568,23.80232848,24.23011451,23.95009854
5.856281757,1720461180,23.4653313,23.77710578,23.66949579,23.56834207,24.02184477,24.14142382,23.82651973,23.93573055,23.89070838
6.012705326,1720461181,23.53503049,23.76943215,23.826928,23.82277178,24.18315066,24.1279818,23.89088574,24.20600222,24.13144436
6.167130232,1720461181,23.4352256,23.69158691,23.72668762,23.55879455,24.07024605,23.94881224,23.85738175,24.03261685,23.87146623
6.322149992,1720461181,23.26688816,23.63252924,23.72351653,23.61220618,23.99920375,23.98789131,23.71866714,23.94748879,23.96203387
6.463181496,1720461181,23.31484811,23.71488166,23.70171888,23.65460872,24.0831447,24.02727824,23.82918337,23.97441025,24.03581999
6.601753712,1720461181,23.4704664,23.77900669,23.756839,23.61712615,24.09807958,24.08538308,23.95333077,24.09807958,23.99373307
6.744872093,1720461181,23.48513737,23.67405672,23.80060078,23.55373407,24.06218684,24.07742295,23.86502182,24.07442191,24.09219715
6.899189949,1720461181,23.34416098,23.73679453,23.7617336,23.66012645,24.08381251,23.97600161,23.9108944,24.13921443,23.92982668
7.038188696,1720461182,23.34812923,23.60912964,23.68395381,23.59134661,23.9783515,24.03583645,23.68603219,24.01575169,24.05661341
7.182747841,1720461182,23.42224095,23.7892162,23.78713802,23.61786847,24.09466637,24.11128707,23.93029253,24.01432942,23.93052341
7.338162899,1720461182,23.26952844,23.59105801,23.64024934,23.48158212,24.01338544,23.95797718,23.73700901,23.95382145,23.91087796
7.47726965,1720461182,23.41465965,23.69619721,23.72413919,23.56432922,24.03814914,23.99613241,23.73937997,23.95757719,23.94718783
7.635065317,1720461182,23.29797614,23.6684566,23.64859608,23.60956681,23.96701412,23.99379491,23.87304534,23.99402578,23.89613424
7.774621725,1720461182,23.34038248,23.73648117,23.72308773,23.6475734,24.12274258,24.07218768,23.85816929,24.04794821,24.01470463
7.929138184,1720461182,23.37398455,23.64444743,23.77399673,23.56061331,23.95640222,24.07945113,23.86797396,24.11223106,23.95247736
8.068204641,1720461183,23.48880817,23.69712504,23.76709407,23.59020011,24.09955944,24.01876113,23.80450144,23.97443496,24.11110157
8.208269119,1720461183,23.36006284,23.72498041,23.73837382,23.53237435,23.99535737,24.0761574,23.83951197,24.04406895,24.01821283
8.36433363,1720461183,23.32214544,23.67599079,23.7896038,23.60717072,24.0299537,24.032724,23.75542875,24.17746235,24.00871452
8.502773762,1720461183,23.44312433,23.74289737,23.79231285,23.68562806,24.1533942,24.21156245,23.80593635,24.15247087,24.11507534
8.644654036,1720461183,23.38128565,23.69146731,23.79168611,23.61941499,24.13914846,24.11491047,23.9454604,24.11675719,23.99301987
8.786759853,1720461183,23.49580744,23.83481979,23.70019723,23.65377982,24.04838102,24.07515983,23.8336653,24.04145536,24.07100454
8.941374302,1720461183,23.45859174,23.71610226,23.73549972,23.70086115,24.12960998,24.11021945,23.93592023,24.14138263,24.0785937
9.079094887,1720461184,23.38288609,23.64826615,23.76603847,23.64480207,23.99138729,24.11443228,23.84847161,24.02855618,24.01054905
9.235426188,1720461184,23.37229336,23.6268217,23.74390355,23.60026295,24.03020521,24.07499083,23.75914406,24.00273271,24.00758085
9.376029968,1720461184,23.50307059,23.71023015,23.79867106,23.66981745,23.96837461,24.10157933,23.79197474,24.11519901,23.92635522
9.518570662,1720461184,23.33919029,23.64476497,23.73690585,23.59926902,23.9698794,24.05183558,23.78747614,24.00035396,24.00843419
9.660506725,1720461184,23.38637986,23.62635566,23.60695627,23.59032796,23.95632388,24.0433599,23.74667041,24.0131174,23.85381109
9.798189163,1720461184,23.43444603,23.74807656,23.7794809,23.63353551,23.99212939,24.09347507,23.91039965,24.04984448,23.97204383
9.937892199,1720461184,23.37431046,23.70897247,23.77870984,23.69419313,23.98766461,24.01375231,23.73991609,24.01467576,24.05715349
10.08356857,1720461185,23.42247607,23.66128936,23.6545922,23.58068986,24.0078694,24.06304429,23.7912985,24.0512708,24.00925457
10.23601675,1720461185,23.33332868,23.68809418,23.84326829,23.60611095,24.11223116,24.07391086,23.81856197,24.11084611,23.92546478
10.37924933,1720461185,23.354325,23.7464931,23.79475388,23.56867202,23.97992637,24.06926902,23.88642046,23.98639068,24.03787295
10.53390813,1720461185,23.34392177,23.64834045,23.70376428,23.6591945,23.91227149,23.96722031,23.72939686,23.89495512,23.81875985
10.67120886,1720461185,23.27276672,23.71138065,23.86909131,23.63909868,24.08149164,24.06463964,23.85662306,24.10111352,23.99584383
10.81349754,1720461185,23.43735408,23.64083091,23.79070079,23.58933009,24.01327422,24.07999131,23.82602924,24.03012702,23.93777977
10.96934175,1720461185,23.35156128,23.77213297,23.73033702,23.67283612,23.96885288,24.02149028,23.87396069,24.0549645,23.98224334
11.14080596,1720461186,23.42241833,23.64229474,23.6891745,23.57601307,23.98287819,24.00111664,23.82056578,24.07406741,23.93370214
